concept,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
true,2,1,2,2,3,1,1,1,2,1,2,6
true,1,3,3,1,5,1,3,1,3,1,1,1
true,1,1,3,3,1,1,2,1,2,4,3,2
true,2,1,1,3,2,4,3,1,2,2,1,2
true,1,3,3,1,2,2,2,4,2,1,1,2
true,2,5,1,1,2,1,3,2,1,2,1,3
true,3,2,1,2,4,3,1,1,3,1,1,2
true,2,1,1,1,2,4,2,4,1,2,2,2
true,4,1,1,7,3,2,1,1,1,1,1,1
true,1,1,1,2,1,2,5,1,4,1,2,3
true,2,1,4,1,2,1,1,3,2,3,3,1
true,1,3,1,4,1,1,3,1,2,1,5,1
true,1,1,2,2,3,1,3,1,4,1,3,2
true,1,1,3,3,1,3,3,1,1,1,5,1
true,1,1,2,1,3,3,1,3,2,2,1,4
true,1,4,4,3,1,1,3,1,3,1,1,1
true,2,1,3,4,3,2,1,1,1,2,1,3
false,10,1,12,1,2,8,1,2,6,7,7,11
false,2,10,5,3,2,2,9,3,10,9,10,1
false,2,11,9,4,6,4,4,11,8,3,10,11
false,10,7,5,1,9,3,10,10,6,3,7,9
false,4,11,10,11,1,5,12,6,10,1,2,4
false,10,6,10,7,5,6,10,4,7,11,10,10
false,3,1,11,5,8,4,10,1,2,8,10,10
false,3,11,5,10,9,3,7,2,8,3,10,2
false,2,7,8,5,8,2,7,7,8,8,2,9
false,5,12,3,4,7,9,10,2,7,1,1,5
false,7,11,3,9,8,7,6,8,5,9,7,5
false,5,9,6,8,10,6,7,11,2,8,10,5
false,8,6,6,10,8,1,3,6,6,3,6,11
false,3,11,10,2,11,10,2,11,11,8,1,12
false,9,6,4,6,5,7,12,1,6,10,5,6
false,10,6,8,6,3,6,5,9,4,9,10,9
false,12,12,3,12,9,5,6,11,1,9,1,6
false,9,3,8,2,9,9,1,4,10,10,9,8
false,1,6,7,8,3,9,8,6,4,8,2,6
false,9,12,7,11,8,11,2,10,2,10,6,11
false,5,2,6,10,10,3,5,10,8,7,6,7
false,8,5,9,2,1,1,9,7,3,1,4,7
false,9,7,3,9,11,6,10,9,9,11,5,10
false,6,4,7,3,5,3,7,7,7,3,9,11
false,5,6,11,8,3,12,5,12,11,9,11,11
false,6,2,4,8,6,7,9,10,3,12,12,10
false,3,7,11,4,12,11,5,5,3,4,1,9
false,6,2,8,2,3,3,5,5,8,10,2,4
false,7,9,5,12,4,1,7,4,11,10,7,5
false,7,10,5,7,9,6,7,6,5,1,10,5
false,3,7,1,12,6,6,9,10,3,11,10,5
false,8,9,7,11,9,4,4,10,12,5,5,2
false,10,7,5,1,5,9,9,7,8,6,4,2
false,9,5,5,11,2,11,11,11,7,11,2,7
false,12,7,6,11,6,12,10,11,7,6,6,9
false,9,9,4,6,4,8,5,1,9,4,9,3
false,1,1,1,2,12,11,6,11,3,10,2,7
false,12,8,3,10,11,8,11,8,4,11,8,6
false,12,7,10,9,3,4,8,3,1,8,7,8
false,9,1,2,8,6,9,12,5,4,7,6,6
false,5,11,12,2,5,8,6,10,4,8,6,12
false,6,7,10,11,10,5,7,11,10,9,11,9
false,3,6,5,12,12,2,6,6,10,5,4,7
false,8,3,12,1,3,3,10,10,9,1,5,6
false,1,7,8,4,12,3,7,3,10,4,8,9
false,11,2,1,11,7,9,1,9,1,2,2,2
false,6,4,7,8,9,7,7,3,10,5,6,9
false,1,2,6,3,8,11,11,6,5,6,11,6
false,9,3,7,1,11,7,12,10,7,8,4,5
false,2,7,6,1,8,12,10,10,6,5,7,9
false,3,9,9,9,9,8,8,10,6,12,6,10
false,7,6,1,12,9,1,12,5,8,6,11,8
false,11,11,2,8,10,3,11,6,8,10,10,9
false,5,1,10,4,3,9,5,7,3,7,1,7
false,11,3,4,5,3,3,7,12,3,7,8,6
false,3,8,3,4,12,1,9,1,1,8,5,12
false,5,1,8,10,3,7,3,3,3,3,10,10
false,2,7,3,6,1,4,11,1,2,4,8,11
false,11,8,6,10,3,6,6,11,10,4,12,3
false,12,4,10,11,5,7,10,4,10,11,11,3
false,1,4,3,2,1,1,5,1,2,9,11,12
false,9,6,6,12,1,12,9,9,5,4,11,5
false,8,7,12,4,9,11,8,7,2,8,6,2
false,3,7,6,3,3,7,11,11,2,4,10,11
false,7,7,7,4,7,4,9,10,6,8,12,8
false,4,3,9,2,8,7,8,11,1,8,7,10
false,8,12,3,8,3,9,3,11,1,5,9,3
false,12,8,2,10,8,12,2,1,4,2,9,4
false,1,6,5,4,7,7,4,9,11,3,1,9
false,11,7,12,8,11,9,7,8,8,3,11,3
false,6,12,11,4,5,11,10,6,9,2,8,8
false,8,6,9,3,12,8,5,10,11,5,9,5
false,1,4,6,8,10,8,8,12,1,11,12,6
false,3,4,7,4,11,7,11,6,10,1,5,8
false,1,3,10,6,2,12,12,4,4,10,7,10
false,2,1,9,12,9,10,4,3,6,7,8,8
false,3,6,9,11,3,7,4,7,3,3,10,7
false,8,11,5,1,7,1,3,2,3,1,12,2
false,7,6,11,3,6,2,3,5,6,6,5,6
false,4,9,12,9,11,12,3,2,2,7,7,11
false,6,4,7,5,10,7,9,11,8,4,9,9
false,11,11,10,12,5,7,2,12,5,5,4,7
false,5,8,6,12,5,5,11,7,6,3,9,12
false,1,7,7,5,1,3,11,9,11,11,10,5
false,8,9,1,2,11,10,2,6,4,11,9,5
false,12,5,10,12,9,7,3,7,7,1,1,10
false,1,10,10,12,3,11,7,7,9,10,9,8
false,4,8,11,3,6,8,3,12,5,2,4,10
false,4,4,2,4,6,5,8,3,5,3,8,4
false,4,11,4,9,6,6,9,12,6,9,2,12
false,5,2,5,9,3,9,11,11,8,10,8,8
false,3,7,2,2,9,12,8,10,11,2,11,9
false,5,9,9,7,6,4,8,4,7,5,7,11
false,10,7,12,10,11,4,8,9,5,11,3,6
false,3,2,7,10,7,10,2,12,11,7,12,10
false,7,11,9,8,4,4,9,2,6,9,6,9
false,4,2,2,7,12,2,4,10,12,3,1,6
false,7,7,4,3,9,8,3,8,4,6,8,12
false,4,11,2,2,10,12,8,2,6,8,5,5
false,11,11,10,3,12,11,9,11,4,5,3,6
