concept,x1,x2,x3,x4,x5,x6,x7,x8,x9
false,16,34,1,36,7,14,4,21,23
false,20,34,11,22,13,17,18,9,17
false,11,15,9,20,13,18,18,12,32
false,7,5,27,15,9,30,16,5,4
false,14,5,21,2,7,18,22,2,12
false,34,28,27,11,32,21,21,6,24
false,8,12,30,7,21,31,25,2,1
false,32,31,8,25,31,29,24,1,27
false,8,33,16,19,7,36,32,32,17
false,27,17,24,34,14,35,25,6,35
false,14,30,33,24,13,10,30,28,17
false,10,5,7,21,19,14,24,9,6
false,1,19,5,7,28,14,30,26,19
false,19,21,11,20,9,35,5,30,7
false,23,31,34,23,28,6,4,28,1
false,26,3,10,4,11,7,16,32,20
false,13,34,20,16,25,30,27,5,26
false,4,27,13,36,5,29,3,27,20
false,17,27,14,2,10,8,15,36,5
false,19,8,36,33,4,19,24,22,22
false,32,10,14,9,11,23,4,35,20
false,11,6,9,6,21,5,3,8,10
false,24,2,29,22,28,34,24,17,23
false,12,8,22,1,13,13,27,8,12
false,31,28,9,21,33,21,2,6,35
false,26,26,29,12,13,17,32,27,19
false,33,21,9,16,23,9,19,29,35
false,4,7,12,36,36,1,1,29,35
false,30,35,36,7,26,27,11,35,9
false,8,3,14,32,8,32,24,31,3
false,35,20,5,18,13,26,34,12,35
false,32,12,2,10,18,8,33,10,5
false,2,8,10,9,3,34,20,2,20
false,36,11,36,7,17,14,21,4,31
false,18,36,6,16,29,34,22,22,27
false,13,11,5,21,13,8,31,24,4
false,36,35,2,12,20,15,24,23,19
false,13,26,29,17,5,25,6,23,17
false,36,21,22,27,1,16,1,17,15
false,16,35,18,29,30,7,35,10,27
false,22,26,36,13,1,31,5,1,9
false,10,32,21,6,35,14,16,34,4
false,13,20,19,31,1,28,4,34,19
false,4,33,4,14,5,7,14,6,23
false,31,16,33,14,25,3,10,13,25
false,12,30,3,36,22,20,27,2,18
false,24,16,29,17,31,25,34,3,21
false,25,11,19,33,12,23,24,11,9
false,6,33,16,14,30,16,16,16,18
false,35,29,33,32,29,10,4,16,26
false,9,4,19,13,28,23,22,33,11
false,21,13,18,22,32,35,13,13,31
false,13,31,25,30,1,34,18,5,30
false,32,28,20,6,6,31,24,34,32
false,2,4,13,17,1,20,11,1,5
false,11,16,30,7,25,15,6,9,16
false,34,19,29,31,29,27,32,11,30
false,31,4,15,8,27,24,17,18,10
false,16,24,2,22,13,15,33,19,30
false,21,31,1,8,21,27,33,35,33
false,19,33,4,3,9,6,9,18,9
false,14,1,29,2,34,35,13,14,19
false,12,19,33,23,35,21,25,25,29
false,30,24,29,21,27,33,31,1,15
