concept,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
true,28,23,4,40,33,12,44,48,1,37,8,20
true,31,45,27,35,42,3,10,14,7,20,39,17
true,31,22,8,38,35,13,44,17,48,2,25,5
true,15,12,27,6,33,46,37,30,1,40,20,9
false,10,12,3,27,18,32,10,46,29,45,19,7
false,13,46,45,39,25,45,4,30,20,33,20,9
false,8,2,12,6,13,28,3,43,15,31,5,30
false,28,36,13,44,40,2,33,29,20,7,18,29
false,15,28,6,16,1,44,24,34,14,20,19,33
false,31,21,11,47,46,36,17,45,34,36,1,4
false,28,42,35,45,27,43,29,1,39,26,27,18
false,37,24,6,15,27,34,19,20,25,30,44,37
false,46,3,26,3,20,21,46,20,45,16,44,33
false,16,20,47,25,46,48,22,4,7,32,10,45
false,24,8,3,6,48,10,44,9,38,48,31,35
false,40,19,25,36,45,1,39,28,10,35,43,18
false,14,44,15,32,35,46,23,22,1,10,7,12
false,39,48,16,25,22,12,24,1,1,9,47,36
false,48,15,16,19,40,4,6,40,43,24,25,25
false,33,13,28,37,48,48,34,7,27,46,27,28
false,22,22,4,37,7,47,23,8,23,2,37,31
false,29,23,10,10,33,34,37,23,37,8,17,38
false,43,45,8,8,44,15,41,10,23,35,12,19
false,7,8,3,45,19,28,14,43,23,23,1,33
false,1,35,37,12,45,14,17,14,20,7,45,7
false,4,32,37,39,14,14,22,4,15,11,25,41
false,19,34,21,40,7,4,16,13,14,5,9,37
false,21,32,24,12,34,22,17,38,6,9,27,29
false,18,13,37,21,19,41,1,40,48,23,9,40
false,1,48,2,44,37,35,20,16,47,26,6,44
false,41,35,11,27,34,29,20,8,33,12,23,10
false,20,46,14,36,16,31,31,37,18,35,16,1
false,28,24,47,19,20,31,20,7,14,24,17,24
false,16,19,35,11,45,42,34,3,30,36,14,48
false,38,5,2,14,45,4,43,41,27,30,40,40
false,36,47,27,30,34,13,25,39,46,38,35,1
false,40,33,28,10,14,23,16,38,24,11,12,37
false,18,33,1,19,17,2,26,44,37,24,43,6
false,11,12,43,47,19,8,31,24,42,26,39,15
false,9,14,22,45,6,34,2,48,26,41,32,31
false,15,9,27,20,17,31,21,41,44,16,33,47
false,36,21,29,44,8,31,44,1,1,11,16,27
false,15,19,16,12,41,18,46,6,25,8,47,4
false,15,4,11,32,43,7,15,27,46,16,41,5
false,45,15,7,21,11,12,12,25,39,8,29,11
false,13,10,12,1,43,28,31,14,19,26,10,46
false,35,17,39,23,41,3,43,9,47,19,29,44
false,28,47,24,7,18,12,10,1,44,41,5,37
false,10,18,37,23,24,14,5,26,12,8,24,10
false,17,26,1,6,16,3,41,1,9,28,3,45
false,18,21,41,39,38,37,16,16,30,38,22,43
false,14,22,11,23,23,28,34,40,28,4,28,15
false,48,15,26,6,33,23,9,20,41,27,33,32
false,10,27,4,8,6,16,40,38,26,29,40,31
false,4,25,33,18,41,30,30,13,8,42,42,25
false,7,16,35,27,36,26,33,25,30,16,6,23
false,35,30,32,11,46,6,42,24,34,32,48,41
false,10,35,25,34,5,41,38,43,26,17,35,1
false,7,11,43,35,42,15,40,39,13,32,35,22
false,23,19,45,47,21,33,42,33,13,26,1,38
false,30,30,38,43,46,44,28,44,43,16,36,18
false,5,36,3,22,22,5,16,20,27,25,42,16
false,7,34,3,3,5,38,21,13,24,20,15,21
false,18,28,3,1,31,7,25,14,6,31,21,40
false,8,23,7,25,11,20,33,37,13,38,45,25
false,13,12,21,15,40,42,4,10,24,23,7,23
false,41,32,14,34,19,4,6,40,19,18,37,44
false,45,38,21,27,32,38,3,18,40,12,43,6
false,35,33,27,35,16,12,46,38,9,8,5,16
false,8,40,37,17,1,44,45,15,5,33,29,42
false,13,37,44,1,44,40,20,41,38,9,20,22
false,18,18,41,35,16,39,44,26,37,45,22,25
false,10,47,33,45,2,37,12,15,39,48,21,7
false,26,10,15,1,4,3,36,33,43,40,7,10
false,39,12,16,30,12,3,4,5,27,31,20,32
false,1,26,2,5,10,22,17,43,20,4,35,15
false,14,23,13,27,22,32,46,18,9,47,4,28
false,27,32,45,22,4,29,5,15,19,7,40,26
false,21,29,15,34,21,37,42,5,30,43,28,41
false,45,14,35,42,35,48,1,45,16,32,6,27
false,13,38,6,19,40,2,28,13,37,11,4,46
false,45,37,13,19,46,32,35,14,25,40,22,21
false,1,34,37,41,36,44,41,41,3,30,5,12
false,47,10,15,2,40,48,26,45,6,47,6,12
false,42,12,33,7,38,39,2,9,35,9,27,3
false,14,36,25,18,31,4,16,24,34,15,33,14
false,32,16,14,41,47,35,6,9,43,34,38,21
false,29,39,28,37,41,14,47,40,29,41,5,5
false,8,41,12,18,19,1,19,17,27,41,39,18
false,28,7,27,16,15,42,41,21,23,29,30,31
false,11,5,27,34,36,36,7,30,27,18,47,44
false,23,38,13,47,39,28,8,28,18,6,24,18
false,46,16,41,41,21,10,11,29,4,1,36,11
false,21,6,11,14,21,37,9,6,34,13,14,11
false,23,38,41,23,6,20,17,4,4,18,1,12
false,9,6,30,14,27,9,15,14,13,33,40,44
false,20,36,27,3,24,5,19,19,37,48,47,22
false,11,9,31,40,23,36,33,45,27,14,45,45
false,42,31,40,45,6,46,3,19,27,2,36,13
false,10,31,36,41,47,25,45,46,14,34,32,26
false,32,21,15,29,24,17,33,4,8,20,10,6
false,15,4,34,8,33,4,37,12,22,33,37,18
false,14,14,25,20,45,46,10,2,40,22,11,31
false,19,20,44,19,39,25,35,8,47,2,25,36
