concept,x1,x2,x3,x4,x5,x6
true,21,2,11,16,24,6
true,14,7,20,23,11,2
true,4,17,1,11,24,14
false,21,11,22,19,21,22
false,11,21,8,21,4,6
false,7,11,16,6,14,17
false,10,20,18,23,15,24
false,22,13,5,24,10,4
false,8,2,12,8,23,18
false,12,6,16,8,12,16
false,3,6,19,1,3,13
false,13,7,24,24,5,5
false,17,6,5,7,10,20
false,14,18,5,2,15,11
false,3,13,4,1,15,14
false,9,14,6,5,12,6
false,12,22,7,8,4,22
false,17,6,3,18,6,10
false,11,20,6,24,20,14
false,10,4,20,1,4,16
false,15,20,19,16,15,15
false,18,21,13,22,17,12
false,4,20,14,4,24,7
false,7,23,24,1,3,21
false,23,10,14,21,8,13
false,23,18,12,12,2,5
false,7,20,2,21,6,5
false,14,20,11,18,21,21
false,24,14,21,4,13,2
false,1,3,16,1,22,23
false,23,20,3,8,17,1
false,16,18,1,13,9,13
false,11,1,10,14,13,14
false,3,16,18,6,18,19
false,16,18,8,9,4,21
false,6,17,7,9,11,22
false,9,9,10,7,23,11
false,15,17,5,4,18,1
false,5,20,2,9,23,6
false,24,4,20,5,2,21
false,3,4,16,3,19,1
false,21,7,18,2,3,7
false,23,19,24,15,17,18
false,17,12,17,14,15,11
false,22,4,5,16,4,14
false,8,3,4,20,23,6
false,23,24,8,6,5,13
false,22,16,3,7,23,16
false,23,11,2,13,16,4
false,22,7,4,12,15,2
false,19,4,3,18,12,15
false,21,12,21,10,18,22
false,18,7,19,4,3,23
false,5,22,4,8,5,13
false,22,4,11,13,10,22
false,19,19,22,24,17,22
false,2,22,11,11,1,7
false,20,15,17,11,18,10
false,18,5,18,17,6,3
false,20,20,11,8,12,20
false,13,4,14,3,19,23
false,16,5,18,10,22,20
false,12,6,1,24,14,12
false,6,21,13,16,3,7
false,10,22,5,13,19,17
false,12,14,16,8,23,9
false,18,24,12,14,24,11
false,21,15,4,18,20,20
false,8,5,6,1,7,22
false,2,21,21,10,3,13
false,19,6,19,12,2,19
false,15,17,22,13,3,14
false,20,15,20,4,13,20
false,4,12,6,5,18,7
false,7,5,14,19,23,5
false,17,22,4,14,14,20
false,21,5,7,17,8,11
false,23,22,9,22,2,18
false,9,5,17,11,6,21
false,8,6,1,13,8,19
false,12,19,10,9,18,15
false,19,2,21,1,7,16
false,7,5,1,3,13,4
false,5,7,19,2,21,11
false,21,17,22,24,4,14
false,9,8,19,24,17,19
false,13,16,6,5,10,21
false,24,10,21,9,6,17
false,2,9,10,11,10,22
false,9,6,18,17,15,11
false,12,23,9,24,3,14
false,17,11,2,17,6,17
false,24,1,3,22,9,11
false,20,6,22,15,23,13
false,4,11,2,15,7,11
false,18,6,14,22,12,18
false,20,4,6,6,16,7
false,6,10,23,17,4,5
false,1,5,12,3,17,19
false,10,5,7,18,24,16
false,22,16,13,12,4,1
false,24,10,23,4,22,18
false,15,13,5,8,22,16
