concept,x1,x2,x3,x4,x5,x6,x7,x8,x9
true,25,9,2,13,21,27,6,19,23
true,8,27,11,2,17,20,15,5,13
true,27,16,6,13,20,18,24,8,11
true,16,7,14,1,21,26,3,9,12
true,2,19,14,24,22,7,17,10,5
true,5,27,24,18,10,3,16,8,12
true,19,16,27,3,7,5,12,14,1
true,24,13,1,26,15,10,22,3,20
true,1,24,3,19,5,21,7,26,10
true,11,13,4,20,24,8,22,2,16
true,25,7,14,5,16,11,23,19,2
true,27,1,13,15,23,17,5,11,20
true,9,24,26,18,3,1,15,22,12
true,24,17,3,1,22,15,6,9,11
true,2,12,18,21,16,8,10,6,26
true,19,4,23,6,21,8,2,26,11
true,8,6,27,16,22,4,18,2,11
true,23,4,7,1,15,9,25,18,27
true,16,9,22,11,14,1,3,5,26
true,3,7,18,15,23,27,11,20,1
true,25,6,4,27,14,8,12,19,2
true,14,22,2,16,24,18,4,20,11
true,18,3,9,21,11,13,1,25,27
true,16,21,18,13,4,25,23,6,11
true,11,15,21,1,23,3,27,13,8
true,20,13,11,7,1,22,3,26,17
true,3,25,21,16,10,27,8,18,1
true,25,8,1,3,23,14,21,17,6
true,16,9,22,20,2,13,27,11,18
true,27,1,17,10,15,3,13,7,21
true,26,4,10,12,2,21,16,14,24
true,8,10,27,24,4,17,20,2,6
true,12,9,17,4,27,6,14,21,2
true,23,5,14,21,10,18,7,25,16
true,11,16,13,8,21,5,2,19,27
true,8,13,23,16,4,2,20,25,10
true,7,14,16,1,25,11,9,18,3
true,14,6,23,21,11,3,16,26,19
true,24,19,13,1,11,4,9,15,27
true,4,11,16,25,6,18,9,14,1
true,6,1,9,4,15,11,27,23,19
true,20,8,25,1,22,3,18,27,12
true,14,16,22,9,7,5,1,19,11
true,22,6,2,24,26,10,18,8,13
true,19,10,8,13,25,2,6,21,17
true,8,4,10,12,16,2,27,14,24
true,3,13,9,5,7,11,15,1,26
true,23,8,18,6,27,21,3,13,11
true,9,6,20,13,27,22,1,18,11
true,23,4,21,18,11,8,27,14,16
true,17,13,9,4,20,24,26,1,6
true,12,24,22,19,14,4,10,6,8
true,15,20,11,3,5,24,22,9,26
true,22,20,18,16,25,12,6,27,9
true,27,8,17,2,19,10,12,5,25
true,22,20,27,2,25,8,10,4,14
true,14,18,22,16,9,25,4,7,27
true,1,13,27,11,18,21,8,3,16
true,22,15,13,18,6,20,10,25,27
true,5,13,1,7,22,20,24,9,3
true,11,13,9,4,2,24,27,7,18
true,24,19,4,13,16,6,22,9,1
true,20,18,8,25,16,23,13,3,1
true,3,8,20,1,22,27,25,13,15
true,3,24,8,11,27,6,1,19,14
true,10,13,4,6,25,22,27,8,16
true,10,22,8,1,20,16,18,24,5
true,5,22,13,24,27,11,1,16,20
true,4,17,12,26,23,14,10,1,20
true,5,22,27,7,10,3,20,12,14
true,11,15,13,23,2,21,25,6,27
true,1,21,18,12,15,27,9,6,4
true,25,8,19,6,17,27,2,10,12
true,13,10,1,25,15,22,5,8,17
true,1,21,13,10,17,15,27,4,25
true,12,3,22,14,18,24,8,5,20
true,9,26,20,6,11,22,15,18,2
true,27,4,12,18,16,6,14,10,24
true,8,5,26,19,1,16,13,10,3
true,9,20,7,18,12,22,15,3,27
true,17,27,9,19,25,13,7,2,23
true,14,12,3,7,20,17,22,9,27
true,11,17,25,19,14,5,3,22,7
true,9,27,16,7,19,21,1,23,3
true,21,7,23,5,9,16,18,27,3
true,17,23,9,13,19,4,21,25,27
true,2,27,5,16,14,19,25,10,12
true,2,6,11,14,20,8,27,23,18
true,27,18,10,6,8,14,12,21,2
true,10,21,27,13,7,23,5,3,1
true,10,5,3,12,24,22,7,1,26
true,3,20,10,12,6,8,27,15,24
true,20,7,1,24,9,27,12,14,16
true,27,1,4,22,15,13,17,11,19
true,16,24,26,14,3,19,8,12,22
true,19,12,16,5,14,24,9,7,21
true,20,6,18,27,4,9,2,14,22
true,14,17,22,2,26,24,9,19,11
true,25,5,23,27,1,8,11,18,15
true,16,3,20,5,9,24,26,12,18
true,22,27,10,7,20,24,3,14,12
true,6,27,11,3,8,15,1,24,20
true,27,9,12,19,1,23,3,5,14
true,23,15,5,2,9,12,19,27,7
true,7,14,11,23,16,25,21,4,27
true,25,3,13,8,27,16,6,1,23
true,1,3,7,24,15,11,21,27,13
true,18,13,24,5,26,20,2,7,10
true,24,11,19,1,26,3,7,14,9
true,7,16,2,27,10,18,12,22,5
true,12,25,22,17,2,10,6,19,27
true,27,25,14,5,8,21,2,17,11
true,19,1,3,22,11,15,6,25,17
true,24,26,2,4,8,16,20,22,11
true,18,8,20,27,6,4,16,10,14
true,14,12,18,26,9,6,3,1,23
true,7,25,19,23,14,3,5,16,10
true,5,22,27,1,15,20,7,13,3
true,1,5,9,17,12,27,14,20,22
true,27,6,18,10,25,21,15,4,1
true,23,19,12,27,17,25,4,21,6
true,13,11,8,22,20,15,6,24,18
true,14,16,10,26,8,24,22,20,3
true,17,6,21,8,23,1,4,19,10
true,18,21,16,8,23,27,1,12,6
true,9,23,13,11,16,20,18,2,7
true,10,27,6,24,22,14,12,19,16
true,26,13,23,8,15,3,5,1,11
true,17,1,10,5,23,27,8,15,20
true,24,4,19,21,26,2,6,9,17
true,13,3,5,11,9,27,16,1,25
true,18,15,10,1,6,21,8,12,23
true,14,1,12,18,24,21,26,16,3
true,11,9,26,13,5,15,23,1,21
true,25,20,14,22,18,16,1,9,6
true,25,23,7,15,9,19,17,2,11
true,11,1,17,5,22,9,3,25,7
true,3,15,5,8,27,23,25,11,13
true,11,3,26,21,19,17,8,13,5
true,5,3,15,1,19,13,21,10,17
true,27,1,3,7,20,5,14,11,25
true,15,24,12,6,19,26,2,17,21
true,5,21,9,13,19,17,24,15,1
true,12,16,26,8,18,20,23,5,2
true,5,26,17,20,24,13,15,8,10
true,18,11,16,23,25,20,14,8,3
true,18,4,6,20,16,14,26,10,22
true,24,4,21,2,13,11,18,15,7
true,9,3,20,25,15,17,22,7,5
true,21,12,10,2,23,14,6,4,25
true,20,13,24,17,26,7,3,5,15
true,24,13,9,5,11,21,16,7,3
true,17,22,10,24,6,19,2,13,27
true,25,20,27,9,18,22,2,6,11
true,20,25,18,15,2,4,6,12,8
true,23,7,21,13,5,3,11,15,26
true,1,22,25,8,17,15,27,13,19
true,4,9,18,7,13,1,20,25,16
true,10,3,23,26,5,18,13,8,16
true,23,10,27,14,17,25,6,3,1
true,2,10,12,16,21,18,5,14,27
true,17,1,23,21,7,13,11,27,15
true,2,15,20,13,11,26,24,17,6
true,7,1,22,25,13,27,16,3,5
true,23,12,5,20,16,27,3,25,8
true,13,22,20,10,1,25,7,3,27
true,27,22,16,9,13,2,5,24,7
true,3,16,10,24,5,1,18,26,12
true,14,27,19,5,7,10,16,24,1
