concept,x1,x2,x3,x4,x5,x6
false,10,12,5,9,16,17
false,13,16,4,17,3,10
false,7,3,12,16,4,1
false,1,2,16,10,17,12
false,15,15,10,17,10,16
false,11,11,5,11,1,10
false,17,14,11,15,3,17
false,10,16,16,5,4,1
false,1,3,1,18,16,7
false,13,13,1,5,2,8
false,5,4,1,13,1,15
false,15,14,1,8,2,15
false,12,11,8,1,7,9
false,11,1,1,8,10,13
false,3,12,4,4,11,17
false,8,14,7,10,6,11
false,1,3,3,4,6,7
false,8,11,1,11,9,3
false,16,18,15,16,10,1
false,16,14,12,2,14,15
false,13,10,4,4,10,18
false,3,9,9,13,3,1
false,10,2,1,4,17,4
false,1,11,4,8,11,7
false,1,8,12,15,12,3
false,1,10,2,2,11,11
false,12,8,11,12,14,1
false,3,3,12,10,7,8
false,9,2,1,4,11,16
false,5,7,18,9,5,2
false,5,3,12,2,16,6
false,17,17,11,6,16,10
false,8,11,11,16,10,7
false,11,13,7,17,11,12
false,4,17,10,11,18,10
false,18,7,10,6,4,5
false,12,3,18,7,10,2
false,2,4,2,1,2,6
false,2,14,6,5,6,10
false,15,10,1,16,4,2
false,2,13,15,14,5,11
false,16,4,4,16,14,9
false,15,8,16,8,18,2
false,13,17,9,15,16,1
false,2,5,17,5,7,1
false,4,1,18,16,1,7
false,8,13,6,6,10,10
false,7,14,3,13,10,12
