concept,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
true,3,9,11,10,12,6,7,2,8,5,1,4
true,5,4,9,7,1,8,11,10,2,12,6,3
true,7,9,2,11,8,10,4,5,1,3,6,12
true,8,12,11,10,3,2,4,6,9,5,1,7
true,1,9,6,8,2,12,3,4,7,5,10,11
true,3,2,8,6,10,4,5,1,7,11,9,12
true,5,7,2,8,9,11,6,10,12,4,1,3
true,4,5,1,6,8,10,7,9,3,12,2,11
true,1,5,8,6,9,10,12,4,3,7,11,2
true,12,7,5,2,3,1,9,4,10,11,8,6
true,9,6,1,8,10,12,2,7,3,4,11,5
true,4,3,6,5,1,11,2,7,8,10,12,9
true,8,1,4,7,2,10,3,5,6,11,12,9
true,5,10,9,3,2,4,12,1,8,6,7,11
true,12,9,7,1,2,10,4,11,3,8,6,5
true,8,5,7,4,10,11,6,12,1,9,3,2
true,3,8,2,11,10,7,5,6,1,4,9,12
true,3,5,11,7,2,1,10,4,8,9,6,12
true,12,11,3,2,1,4,8,5,6,9,7,10
true,7,4,2,9,8,10,6,1,11,3,12,5
true,7,10,6,9,12,8,3,4,5,1,11,2
true,9,11,2,12,8,6,1,7,3,10,5,4
true,8,5,9,2,12,1,4,6,11,7,3,10
true,2,7,10,8,4,9,12,5,1,6,3,11
true,2,10,6,4,5,8,3,7,12,1,9,11
true,11,1,3,8,2,4,5,7,9,10,12,6
true,8,3,11,6,2,12,9,7,10,1,5,4
true,1,5,10,11,4,12,3,9,2,8,7,6
true,1,10,7,4,12,11,8,9,6,5,2,3
true,5,3,8,4,1,11,2,7,12,9,10,6
true,8,3,6,9,10,4,2,7,5,11,1,12
true,9,12,7,10,2,1,8,4,11,6,3,5
true,7,9,4,3,12,5,10,11,6,8,2,1
true,6,8,12,7,9,11,1,2,10,5,4,3
true,3,8,7,5,2,10,6,12,11,4,9,1
true,2,9,11,12,1,6,5,8,4,3,7,10
true,7,9,2,11,6,5,12,10,1,4,3,8
true,5,1,2,11,7,4,10,6,9,8,3,12
true,9,10,4,6,3,1,12,2,11,8,7,5
true,3,12,1,7,9,8,4,11,10,5,6,2
true,12,9,1,4,2,8,10,11,5,7,3,6
false,8,8,12,4,7,11,4,4,9,9,9,6
false,5,4,11,12,2,4,11,6,11,6,10,1
false,6,10,8,5,7,5,6,5,4,4,8,5
false,4,3,9,8,9,12,2,5,8,9,7,7
false,3,4,8,1,12,1,5,3,12,1,1,9
false,12,10,5,3,8,12,7,3,8,7,5,8
false,7,1,6,8,5,3,5,9,1,4,3,9
false,1,11,7,2,2,3,1,7,6,1,11,7
false,3,3,5,2,4,5,7,5,9,8,12,7
false,11,10,7,3,12,6,9,11,5,4,8,3
false,3,11,5,8,6,5,10,11,4,3,2,7
false,1,5,6,6,2,5,4,11,12,4,8,2
false,9,7,9,1,11,11,11,2,9,7,6,4
false,2,7,9,9,12,4,10,5,8,5,8,4
false,7,3,6,9,8,9,1,1,10,9,11,7
false,6,12,11,10,2,7,7,10,5,6,5,3
false,2,8,10,3,6,1,5,10,3,12,8,7
false,12,12,10,11,12,6,2,12,8,1,12,12
false,9,4,11,3,12,4,7,11,2,11,10,1
false,8,10,1,3,6,8,7,6,12,3,1,8
false,10,9,10,9,1,7,6,12,5,3,5,1
false,11,6,4,9,10,6,4,10,7,1,6,12
false,1,6,6,4,2,7,5,11,12,1,4,6
false,4,6,3,5,2,10,5,2,1,12,4,12
false,2,7,8,11,9,12,5,2,3,7,8,1
false,11,2,3,12,5,6,11,4,7,1,12,10
false,11,12,5,2,8,10,1,12,2,9,3,11
false,8,4,9,11,10,9,1,1,12,12,4,6
false,10,10,8,10,4,12,5,2,4,11,8,12
false,5,3,11,8,12,4,1,3,1,11,5,1
false,11,2,3,8,3,7,5,5,4,6,8,12
false,12,6,7,10,6,11,1,6,2,9,3,6
false,1,3,3,4,9,10,5,1,6,8,10,11
false,7,7,3,6,2,7,1,4,5,12,1,3
false,5,12,9,9,3,2,9,9,3,5,4,4
false,11,8,11,12,5,9,9,4,1,12,4,1
false,9,6,11,3,5,2,10,9,4,8,4,5
false,1,5,9,7,10,5,10,9,2,2,8,4
false,12,6,1,11,8,9,12,8,12,4,9,6
false,10,6,5,4,6,7,10,3,3,7,8,11
false,10,2,3,4,6,10,5,5,2,7,8,6
false,10,10,3,8,1,6,3,1,6,6,3,10
false,12,2,3,8,11,5,2,1,4,7,12,10
false,8,6,2,5,7,12,2,7,9,8,2,9
false,3,8,11,9,10,12,2,2,12,9,7,2
false,12,11,6,7,6,8,7,9,1,7,6,9
false,2,12,9,10,12,6,8,11,9,10,6,10
false,3,12,5,10,7,9,6,7,8,6,10,4
false,8,9,3,4,7,11,10,9,12,7,12,3
false,11,5,9,12,4,10,10,6,11,7,8,1
false,11,12,3,10,8,7,10,10,8,11,5,12
false,5,5,8,9,6,3,4,12,9,12,2,5
false,12,12,9,3,5,12,5,6,11,9,7,12
false,12,1,7,11,5,3,8,6,11,10,8,5
false,5,6,4,12,10,1,10,1,5,3,5,5
false,2,11,2,1,12,11,1,5,6,10,6,2
false,7,12,7,7,9,1,5,5,8,1,3,12
false,11,8,10,12,6,3,9,12,2,6,8,11
false,12,2,9,1,9,9,3,8,7,3,4,10
false,1,10,7,11,3,1,12,3,6,8,4,6
false,12,1,3,4,10,4,3,6,5,6,3,2
false,12,5,3,9,3,8,3,9,4,7,2,7
false,12,1,8,9,9,5,6,9,3,1,6,8
false,2,3,7,3,4,4,8,11,10,4,12,2
false,7,10,9,2,4,10,9,9,6,3,6,7
false,11,10,9,11,3,9,10,11,6,10,5,6
false,8,7,8,3,5,5,3,8,2,11,5,1
false,12,1,5,8,5,5,11,1,11,1,10,5
false,2,4,1,6,4,9,6,3,9,5,12,9
false,10,11,3,2,2,7,3,7,12,12,4,12
false,12,12,4,10,10,4,6,12,6,1,6,3
false,9,7,1,12,6,4,1,4,5,4,3,1
false,3,11,1,10,8,1,5,10,9,4,12,2
false,11,2,9,4,11,3,7,3,5,5,3,4
false,7,8,9,1,4,4,1,11,5,6,6,12
false,4,10,4,9,7,3,1,12,12,5,5,1
false,6,10,3,2,1,10,12,10,9,8,10,2
false,3,12,11,5,11,2,4,3,4,8,5,11
false,10,12,3,3,2,11,5,11,3,10,2,3
false,6,6,12,12,3,1,8,7,6,8,1,7
false,2,10,11,3,11,7,4,10,9,12,2,8
false,4,11,8,12,8,8,1,10,6,2,2,1
false,7,9,3,2,5,7,10,9,5,11,7,9
false,6,12,4,9,3,8,10,6,6,1,2,11
false,12,4,4,11,10,2,4,4,8,9,4,5
false,6,6,12,8,3,4,4,3,4,11,9,12
false,9,3,8,12,2,10,8,12,7,4,9,3
false,8,12,1,1,5,6,4,4,7,10,7,5
false,12,5,4,7,10,10,6,11,5,2,8,1
false,2,7,8,8,12,3,9,10,6,5,6,4
false,5,1,1,1,6,3,10,6,10,8,1,8
false,9,10,8,5,6,2,12,8,3,7,10,7
false,7,1,7,5,11,4,6,7,2,11,11,9
false,11,3,9,2,7,3,5,9,12,8,2,3
false,6,11,4,10,5,3,7,2,1,12,9,1
false,8,4,11,7,9,7,1,9,4,7,6,4
false,4,12,10,5,9,6,11,10,11,12,2,5
false,12,7,10,8,12,3,10,8,12,9,4,2
false,4,10,5,10,4,3,1,2,1,12,2,6
false,6,6,12,2,5,3,3,8,11,6,10,8
