concept,x1,x2,x3,x4,x5,x6,x7,x8,x9
false,3,3,4,3,9,2,2,6,8
false,7,8,6,3,7,4,8,8,1
false,5,1,1,3,7,9,8,4,3
false,2,2,4,4,4,3,1,8,9
false,6,8,4,2,6,3,3,9,8
false,4,8,8,4,2,1,1,8,4
false,8,5,4,3,5,8,2,8,7
false,1,6,6,4,5,7,8,6,5
false,9,1,5,4,9,2,3,9,2
false,4,5,2,9,8,6,3,7,2
false,5,9,2,3,5,1,9,1,5
false,1,6,3,7,3,6,5,1,8
false,5,2,9,2,1,3,5,2,2
false,6,6,6,2,9,1,2,4,3
false,4,1,1,2,3,5,3,3,5
false,1,8,9,4,5,7,4,2,4
false,2,3,9,8,7,4,3,8,6
false,4,8,9,9,5,9,8,9,2
false,9,3,8,4,1,5,4,9,8
false,2,7,7,3,4,8,9,7,3
false,9,4,5,3,5,7,3,5,4
false,6,8,7,3,2,5,8,3,3
false,7,3,3,5,3,4,7,2,4
false,6,1,7,1,2,3,6,4,8
false,9,1,8,9,2,7,9,3,3
false,5,2,8,6,3,5,1,6,6
false,9,4,2,2,3,5,7,5,8
false,4,2,2,2,4,1,5,5,4
false,4,5,6,1,6,8,3,4,3
false,4,7,1,2,7,5,8,7,4
false,8,1,5,2,4,3,9,9,7
false,8,6,6,1,4,6,5,5,1
false,7,8,7,7,5,4,1,4,4
false,1,3,8,9,8,6,2,6,5
false,7,9,9,7,3,1,6,3,1
false,3,9,2,1,2,5,8,6,4
false,4,5,4,3,3,3,3,4,7
false,2,2,3,8,5,6,7,7,7
false,1,8,1,8,5,7,8,5,2
false,5,8,8,6,3,9,6,4,7
false,2,4,2,3,3,8,8,1,4
false,3,8,5,2,2,2,2,1,3
false,3,6,1,5,1,2,1,6,2
false,3,6,3,9,6,6,5,7,5
false,5,2,7,7,8,2,9,4,6
false,4,8,4,4,4,7,6,7,8
false,6,4,9,1,7,8,7,1,8
false,8,5,1,2,1,2,4,8,1
false,1,4,1,4,5,9,3,5,2
false,4,9,3,9,4,9,2,6,2
false,1,5,5,3,2,5,2,7,4
false,9,9,8,5,5,3,9,1,5
false,9,8,9,1,6,2,1,7,2
false,1,1,4,6,7,2,8,5,2
false,9,7,5,2,3,2,1,5,7
false,2,1,8,8,7,3,6,9,2
false,3,6,8,4,2,1,6,1,1
false,7,3,4,8,7,3,6,3,7
false,1,9,7,3,8,8,1,4,3
false,6,2,9,5,4,7,7,5,8
false,2,1,4,5,4,4,9,5,3
false,6,1,1,6,4,7,6,3,5
false,1,6,3,7,8,4,7,8,6
false,6,5,7,8,1,5,9,6,9
false,1,7,5,3,6,1,8,9,4
false,9,8,8,6,4,8,9,4,8
false,1,9,2,2,6,7,9,1,2
false,2,4,6,7,5,9,4,3,3
false,6,8,3,7,9,2,6,1,8
false,5,6,2,6,7,3,7,2,3
false,3,1,1,3,2,3,2,8,4
false,2,2,7,7,3,6,9,6,3
false,2,7,2,5,2,6,3,4,7
false,9,3,3,2,6,8,7,7,9
false,7,3,9,9,8,4,7,3,8
false,2,2,7,2,3,1,9,8,4
